%time,field.header.seq,field.header.stamp,field.point.x,field.point.y,field.point.z,field.time_ref
1423459777550586270,1134,1423459777530818939,1.873,0.745,0.251,1423496253799999952
1423459777764308442,1135,1423459777760622024,1.871,0.744,0.253,1423496254099999904
1423459778028049590,1136,1423459777998333930,1.883,0.757,0.256,1423496254299999952
1423459778241713561,1137,1423459778229181051,1.893,0.76,0.25,1423496254500000000
1423459778505458845,1138,1423459778468857049,1.891,0.764,0.257,1423496254799999952
1423459778969564075,1139,1423459778968338012,1.902,0.773,0.256,1423496255299999952
1423459779233350175,1140,1423459779224139928,1.913,0.782,0.253,1423496255500000000
1423459779447049609,1141,1423459779444840908,1.906,0.783,0.249,1423496255799999952
1423459779961102550,1142,1423459779919326066,1.925,0.79,0.252,1423496256200000047
1423459780174751188,1143,1423459780146167039,1.931,0.801,0.251,1423496256500000000
1423459780438493134,1144,1423459780388844966,1.925,0.798,0.249,1423496256700000047
1423459780652127304,1145,1423459780618567943,1.939,0.811,0.254,1423496256900000095
1423459781566729263,1146,1423459781539689064,1.959,0.83,0.256,1423496257900000095
1423459781780332118,1147,1423459781768416881,1.97,0.837,0.251,1423496258099999904
1423459782194217964,1148,1423459782180978059,1.966,0.841,0.254,1423496258500000000
1423459782458146257,1149,1423459782418757915,1.976,0.848,0.254,1423496258700000047
1423459782671928792,1150,1423459782649513959,1.98,0.846,0.25,1423496259000000000
1423459782885563923,1151,1423459782879245996,1.981,0.859,0.258,1423496259200000047
1423459783149442125,1152,1423459783108103036,1.977,0.855,0.244,1423496259400000095
1423459783413175283,1153,1423459783371794939,1.991,0.867,0.253,1423496259700000047
1423459783576846538,1154,1423459783569610118,2.001,0.869,0.252,1423496259900000095
1423459783840660680,1155,1423459783820331096,2.001,0.877,0.254,1423496260099999904
1423459784304642274,1156,1423459784289776086,2.013,0.883,0.248,1423496260599999904
1423459784568504518,1157,1423459784538548946,2.022,0.895,0.25,1423496260900000095
1423459784782151586,1158,1423459784768335103,2.015,0.893,0.242,1423496261099999904
1423459785246019166,1159,1423459785238909959,2.034,0.903,0.245,1423496261599999904
1423459785509751505,1160,1423459785479573965,2.04,0.915,0.25,1423496261799999952
1423459785723372887,1161,1423459785708390951,2.04,0.912,0.259,1423496262000000000
1423459785987111496,1162,1423459785951164960,2.048,0.924,0.253,1423496262299999952
1423459786200752419,1163,1423459786178864002,2.058,0.93,0.249,1423496262500000000
1423459786414378965,1164,1423459786409703016,2.057,0.935,0.256,1423496262700000047
1423459786928776590,1165,1423459786881150007,2.067,0.943,0.248,1423496263200000047
1423459787142261742,1166,1423459787108890056,2.078,0.95,0.252,1423496263400000095
1423459787355836134,1167,1423459787351680994,2.07,0.952,0.243,1423496263700000047
1423459787619630582,1168,1423459787588443040,2.082,0.954,0.254,1423496263900000095
1423459787833335157,1169,1423459787819164991,2.087,0.963,0.252,1423496264099999904
1423459788097210260,1170,1423459788059926033,2.098,0.973,0.25,1423496264400000095
1423459788311014991,1171,1423459788288674116,2.089,0.97,0.244,1423496264599999904
1423459788775119333,1172,1423459788753290891,2.108,0.98,0.245,1423496265099999904
1423459789038941959,1173,1423459788999027013,2.116,0.995,0.256,1423496265299999952
1423459789252918517,1174,1423459789228766918,2.118,0.992,0.258,1423496265500000000
1423459789466591468,1175,1423459789459430932,2.124,1.003,0.255,1423496265799999952
1423459789730307993,1176,1423459789690206050,2.132,1.005,0.246,1423496266000000000
1423459789944020418,1177,1423459789929018974,2.133,1.012,0.25,1423496266200000047
1423459790207652371,1178,1423459790169718980,2.14,1.012,0.256,1423496266500000000
1423459790421365601,1179,1423459790408471107,2.146,1.022,0.254,1423496266700000047
1423459790685257794,1180,1423459790640242099,2.151,1.029,0.246,1423496267000000000
1423459790898948331,1181,1423459790869959115,2.15,1.032,0.249,1423496267200000047
