%time,field.header.seq,field.header.stamp,field.pose.position.x,field.pose.position.y,field.pose.position.z,field.pose.orientation.x,field.pose.orientation.y,field.pose.orientation.z,field.pose.orientation.w
1423459796070279452,1085,1423459796049379110,2.263,1.152,0.247,0.0,0.0,0.0,1.0
1423459796334005453,1086,1423459796289134025,2.26,1.154,0.246,0.0,0.0,0.0,1.0
1423459796547666599,1087,1423459796530838012,2.27,1.162,0.253,0.0,0.0,0.0,1.0
1423459796811388917,1088,1423459796768584966,2.276,1.162,0.248,0.0,0.0,0.0,1.0
1423459797025183449,1089,1423459797019324064,2.281,1.174,0.256,0.0,0.0,0.0,1.0
1423459797288873257,1090,1423459797249109029,2.286,1.171,0.256,0.0,0.0,0.0,1.0
1423459797502349963,1091,1423459797478816986,2.289,1.182,0.254,0.0,0.0,0.0,1.0
1423459797716063480,1092,1423459797708604097,2.3,1.189,0.25,0.0,0.0,0.0,1.0
1423459797979777792,1093,1423459797942368984,2.291,1.187,0.242,0.0,0.0,0.0,1.0
1423459798443801950,1094,1423459798408859014,2.312,1.201,0.248,0.0,0.0,0.0,1.0
1423459798657545692,1095,1423459798639636993,2.319,1.211,0.249,0.0,0.0,0.0,1.0
1423459798921294137,1096,1423459798892421960,2.313,1.211,0.242,0.0,0.0,0.0,1.0
1423459799184986197,1097,1423459799141134023,2.326,1.222,0.254,0.0,0.0,0.0,1.0
1423459799398632245,1098,1423459799379827022,2.333,1.222,0.25,0.0,0.0,0.0,1.0
1423459799612399583,1099,1423459799609546899,2.338,1.234,0.25,0.0,0.0,0.0,1.0
1423459799876037414,1100,1423459799839359045,2.334,1.231,0.247,0.0,0.0,0.0,1.0
1423459800089641326,1101,1423459800070060968,2.345,1.241,0.253,0.0,0.0,0.0,1.0
1423459800303368646,1102,1423459800299840927,2.354,1.247,0.247,0.0,0.0,0.0,1.0
1423459800567102523,1103,1423459800529628992,2.354,1.25,0.255,0.0,0.0,0.0,1.0
1423459801031074332,1104,1423459801009104967,2.364,1.258,0.25,0.0,0.0,0.0,1.0
1423459801244718457,1105,1423459801239834070,2.373,1.267,0.25,0.0,0.0,0.0,1.0
1423459801508419887,1106,1423459801490506887,2.369,1.27,0.248,0.0,0.0,0.0,1.0
1423459801721953896,1107,1423459801717324972,2.377,1.27,0.254,0.0,0.0,0.0,1.0
1423459801985665403,1108,1423459801960107088,2.385,1.277,0.245,0.0,0.0,0.0,1.0
1423459802199290100,1109,1423459802190757989,2.393,1.29,0.249,0.0,0.0,0.0,1.0
1423459802463002305,1110,1423459802429616928,2.386,1.289,0.242,0.0,0.0,0.0,1.0
1423459802926840292,1111,1423459802891149044,2.404,1.297,0.248,0.0,0.0,0.0,1.0
1423459803140609852,1112,1423459803119910001,2.409,1.311,0.257,0.0,0.0,0.0,1.0
1423459803354396542,1113,1423459803352602958,2.411,1.307,0.259,0.0,0.0,0.0,1.0
1423459803618169720,1114,1423459803589387893,2.418,1.32,0.253,0.0,0.0,0.0,1.0
1423459803831897627,1115,1423459803819186925,2.426,1.324,0.247,0.0,0.0,0.0,1.0
1423459804095557537,1116,1423459804059983015,2.427,1.332,0.256,0.0,0.0,0.0,1.0
1423459804309274921,1117,1423459804290688037,2.428,1.329,0.256,0.0,0.0,0.0,1.0
