%time,field.header.seq,field.header.stamp,field.pose.position.x,field.pose.position.y,field.pose.position.z,field.pose.orientation.x,field.pose.orientation.y,field.pose.orientation.z,field.pose.orientation.w
1423458581079564908,253,1423458581055526971,2.3,0.742,0.247,0.0,0.0,0.0,1.0
1423458581293210078,254,1423458581282390117,2.311,0.745,0.247,0.0,0.0,0.0,1.0
1423458581556934974,255,1423458581513161897,2.31,0.749,0.246,0.0,0.0,0.0,1.0
1423458581770639048,256,1423458581744910001,2.319,0.754,0.247,0.0,0.0,0.0,1.0
1423458582034375565,257,1423458581984575986,2.329,0.762,0.246,0.0,0.0,0.0,1.0
1423458582248022607,258,1423458582213416099,2.332,0.761,0.246,0.0,0.0,0.0,1.0
1423458582461693955,259,1423458582444101095,2.342,0.767,0.247,0.0,0.0,0.0,1.0
1423458582725353639,260,1423458582704793930,2.355,0.769,0.246,0.0,0.0,0.0,1.0
1423458582938969432,261,1423458582924592018,2.36,0.773,0.251,0.0,0.0,0.0,1.0
1423458583202722644,262,1423458583166351079,2.365,0.776,0.248,0.0,0.0,0.0,1.0
1423458583416305893,263,1423458583394012928,2.375,0.787,0.246,0.0,0.0,0.0,1.0
1423458583629857176,264,1423458583624756097,2.379,0.788,0.251,0.0,0.0,0.0,1.0
1423458583893603391,265,1423458583865602970,2.385,0.793,0.247,0.0,0.0,0.0,1.0
1423458584107189106,266,1423458584091381072,2.398,0.796,0.246,0.0,0.0,0.0,1.0
1423458584370949906,267,1423458584325031995,2.407,0.798,0.251,0.0,0.0,0.0,1.0
1423458584584700922,268,1423458584555742025,2.412,0.808,0.247,0.0,0.0,0.0,1.0
1423458584848384410,269,1423458584809501886,2.415,0.809,0.247,0.0,0.0,0.0,1.0
1423458585062117205,270,1423458585044318914,2.425,0.817,0.25,0.0,0.0,0.0,1.0
1423458585325748277,271,1423458585294018983,2.437,0.818,0.247,0.0,0.0,0.0,1.0
1423458585539399651,272,1423458585524714946,2.438,0.822,0.248,0.0,0.0,0.0,1.0
1423458585803180847,273,1423458585763492107,2.45,0.828,0.248,0.0,0.0,0.0,1.0
1423458586016832226,274,1423458586003184080,2.459,0.837,0.247,0.0,0.0,0.0,1.0
1423458586280558678,275,1423458586243967056,2.463,0.839,0.248,0.0,0.0,0.0,1.0
1423458586494060163,276,1423458586472748041,2.468,0.844,0.247,0.0,0.0,0.0,1.0
1423458586757762093,277,1423458586710501909,2.478,0.848,0.246,0.0,0.0,0.0,1.0
1423458586971449027,278,1423458586945291042,2.484,0.852,0.248,0.0,0.0,0.0,1.0
1423458587185099226,279,1423458587173913955,2.489,0.853,0.248,0.0,0.0,0.0,1.0
1423458587448952546,280,1423458587414731025,2.498,0.865,0.246,0.0,0.0,0.0,1.0
1423458587662611376,281,1423458587644507884,2.503,0.866,0.251,0.0,0.0,0.0,1.0
1423458587876291287,282,1423458587873197078,2.511,0.868,0.248,0.0,0.0,0.0,1.0
